Daily_demand,Demand,Diesel_engines,Fuel_oil_gas,Gas_turbine,Generation,Non_renewable_waste,Peak_Load,Renewable_waste,Solar_PV,date
-,489,484,484,0,489,2,27 (23h),2,0,"2014,05,25"
-,515,490,490,0,515,12,26 (23h),12,0,"2014,05,24"
-,544,518,518,0,544,13,27 (14h),13,0,"2014,05,23"
-,551,524,524,0,551,13,28 (23h),13,0,"2014,05,22"
-,546,520,520,0,546,13,28 (22h),13,0,"2014,05,20"
-,552,526,526,0,552,13,28 (23h),13,0,"2014,05,21"
-,542,519,519,0,542,12,28 (23h),12,0,"2014,05,19"
-,472,448,448,0,472,12,27 (23h),12,0,"2014,05,18"
-,504,481,481,0,504,12,27 (14h),12,0,"2014,05,17"
-,535,510,510,0,535,12,27 (23h),12,0,"2014,05,16"
-,530,505,505,0,530,12,28 (22h),12,0,"2014,05,15"
-,542,528,528,0,542,7,28 (22h),7,0,"2014,05,14"
-,564,564,564,0,564,0,29 (22h),0,0,"2014,05,13"
-,565,544,544,0,565,10,29 (22h),10,0,"2014,05,12"
-,494,471,471,0,494,11,27 (23h),11,0,"2014,05,11"
-,519,495,495,0,519,12,27 (22h),12,0,"2014,05,10"
-,556,532,532,0,556,12,28 (14h),12,0,"2014,05,09"
-,561,536,536,0,561,12,29 (22h),12,0,"2014,05,08"
-,556,530,530,0,556,13,29 (22h),13,0,"2014,05,07"
-,549,525,525,0,549,12,29 (22h),12,0,"2014,05,06"
-,556,534,534,0,556,11,29 (22h),11,0,"2014,05,05"
-,485,461,461,0,485,12,27 (22h),12,0,"2014,05,04"
-,517,490,490,0,517,13,27 (22h),13,0,"2014,05,03"
-,552,524,524,0,552,13,29 (22h),13,0,"2014,05,02"
-,499,470,470,0,499,15,28 (22h),15,0,"2014,05,01"
,,,,,,,,,,"2014,04,31"
-,558,530,530,0,558,14,29 (22h),14,0,"2014,04,30"
-,548,520,520,0,548,14,29 (22h),14,0,"2014,04,29"
-,550,522,522,0,550,13,29 (22h),13,0,"2014,04,28"
-,487,459,459,0,487,14,28 (22h),14,0,"2014,04,27"
-,508,478,478,0,508,14,27 (22h),14,0,"2014,04,26"
-,535,502,502,0,535,16,28 (22h),16,0,"2014,04,25"
-,546,515,515,0,546,15,30 (22h),15,0,"2014,04,24"
-,529,498,498,0,529,16,29 (22h),16,0,"2014,04,23"
-,543,512,512,0,543,15,29 (22h),15,0,"2014,04,22"
-,535,506,506,0,535,14,29 (22h),14,0,"2014,04,21"
-,468,440,440,0,468,14,27 (22h),14,0,"2014,04,20"
-,487,461,461,0,487,13,27 (22h),13,0,"2014,04,19"
-,470,443,443,0,470,14,25 (22h),14,0,"2014,04,18"
-,476,444,444,0,476,16,25 (22h),16,0,"2014,04,17"
-,526,493,493,0,526,16,27 (22h),16,0,"2014,04,16"
-,524,495,495,0,524,15,28 (22h),15,0,"2014,04,15"
-,534,505,505,0,534,14,28 (22h),14,0,"2014,04,14"
-,472,443,443,0,472,14,26 (22h),14,0,"2014,04,13"
-,499,470,470,0,499,14,27 (22h),14,0,"2014,04,12"
-,535,504,504,0,535,15,28 (22h),15,0,"2014,04,11"
-,529,498,498,0,529,15,29 (22h),15,0,"2014,04,10"
-,543,512,512,0,543,16,29 (22h),16,0,"2014,04,09"
-,539,509,509,0,539,15,29 (22h),15,0,"2014,04,08"
-,538,510,510,0,538,14,29 (22h),14,0,"2014,04,07"
-,478,447,447,0,478,15,27 (22h),15,0,"2014,04,06"
-,514,507,507,0,514,3,27 (22h),3,0,"2014,04,05"
-,555,554,554,0,555,0,30 (22h),0,0,"2014,04,04"
-,563,542,542,0,563,10,31 (22h),10,0,"2014,04,03"
-,561,548,548,0,561,6,31 (22h),6,0,"2014,04,02"
-,567,555,555,0,567,6,31 (22h),6,0,"2014,04,01"
-,552,527,527,0,552,13,31 (22h),13,0,"2014,03,31"
-,471,442,442,0,471,14,29 (22h),14,0,"2014,03,30"
-,516,487,487,0,516,15,29 (22h),15,0,"2014,03,29"
-,558,529,529,0,558,14,30 (21h),14,0,"2014,03,28"
-,561,531,531,0,561,15,31 (21h),15,0,"2014,03,27"
-,564,534,534,0,564,15,31 (21h),15,0,"2014,03,26"
-,543,514,514,0,543,14,30 (21h),14,0,"2014,03,25"
-,556,527,527,0,556,14,31 (21h),14,0,"2014,03,24"
-,497,472,472,0,497,12,28 (21h),12,0,"2014,03,23"
-,520,493,493,0,520,14,29 (22h),14,0,"2014,03,22"
-,556,528,528,0,556,14,29 (21h),14,0,"2014,03,21"
-,561,523,533,10,561,14,31 (21h),14,0,"2014,03,20"
-,505,480,480,0,505,12,29 (22h),12,0,"2014,03,19"
-,545,518,518,0,545,14,29 (21h),14,0,"2014,03,18"
-,564,537,537,0,564,14,31 (21h),14,0,"2014,03,17"
-,505,476,476,0,505,14,30 (22h),14,0,"2014,03,16"
-,528,501,501,0,528,13,29 (22h),13,0,"2014,03,15"
-,587,557,557,0,587,15,30 (21h),15,0,"2014,03,14"
-,584,552,552,0,584,16,32 (21h),16,0,"2014,03,13"
-,578,547,547,0,578,15,32 (21h),15,0,"2014,03,12"
-,581,551,551,0,581,15,32 (21h),15,0,"2014,03,11"
-,579,548,548,0,579,15,32 (21h),15,0,"2014,03,10"
-,528,497,497,0,528,15,29 (22h),15,0,"2014,03,08"
-,581,551,551,0,581,15,32 (21h),15,0,"2014,03,05"
-,513,483,483,0,513,15,30 (22h),15,0,"2014,03,09"
-,578,548,548,0,578,15,32 (21h),15,0,"2014,03,04"
,,,,,,,,,,"2014,02,30"
-,562,529,529,0,562,17,30 (21h),17,0,"2014,03,07"
-,571,536,536,0,571,17,32 (21h),17,0,"2014,03,06"
,,,,,,,,,,"2014,02,29"
-,578,546,546,0,578,16,31 (21h),16,0,"2014,02,28"
-,583,552,552,0,583,15,32 (22h),15,0,"2014,02,27"
-,586,509,555,46,586,15,32 (21h),15,0,"2014,02,26"
-,597,565,565,0,597,16,33 (22h),16,0,"2014,02,25"
-,605,574,574,0,605,16,33 (22h),16,0,"2014,02,24"
-,511,479,479,0,511,16,30 (22h),16,0,"2014,02,23"
-,538,506,506,0,538,16,29 (22h),16,0,"2014,02,22"
-,582,550,550,0,582,16,32 (21h),16,0,"2014,02,20"
-,576,545,545,0,576,15,31 (21h),15,0,"2014,02,21"
-,572,541,541,0,572,15,32 (22h),15,0,"2014,02,19"
-,620,586,586,0,620,17,33 (21h),17,0,"2014,02,18"
-,604,573,573,0,604,16,33 (21h),16,0,"2014,02,17"
-,516,485,485,0,516,15,30 (22h),15,0,"2014,02,16"
-,534,501,501,0,534,16,29 (22h),16,0,"2014,02,15"
-,575,540,540,0,575,17,30 (21h),17,0,"2014,02,14"
-,582,549,549,0,582,16,32 (21h),16,0,"2014,02,13"
-,607,575,575,0,607,16,32 (21h),16,0,"2014,02,12"
-,600,567,567,0,600,16,32 (21h),16,0,"2014,02,11"
-,589,558,558,0,589,15,31 (22h),15,0,"2014,02,10"
-,540,510,510,0,540,14,29 (22h),14,0,"2014,02,09"
-,540,509,509,0,540,15,29 (21h),15,0,"2014,02,08"
-,575,546,546,0,575,15,31 (21h),15,0,"2014,02,07"
-,588,561,561,0,588,13,32 (22h),13,0,"2014,02,06"
-,591,564,564,0,591,13,32 (21h),13,0,"2014,02,05"
-,598,572,572,0,598,13,33 (22h),13,0,"2014,02,04"
-,603,572,572,0,603,15,33 (22h),15,0,"2014,02,03"
-,537,505,506,1,537,15,31 (22h),15,0,"2014,02,02"
-,570,546,546,0,570,12,30 (22h),12,0,"2014,02,01"
-,617,592,592,0,617,13,32 (20h),13,0,"2014,01,31"
-,604,575,575,0,604,15,33 (22h),15,0,"2014,01,30"
-,629,601,601,0,629,14,34 (21h),14,0,"2014,01,29"
